FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,DepDelay,DepDel15,ArrDelay,ArrDel15,Cancelled,CancellationCode,AirTime,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2024-01-10,JetBlue,N858XX,4243,DFW,CityName,State,SFO,CityName,State,0,0,0,0,0,,161,2285,0,0,0,0,0
2024-01-13,Southwest,N579XX,6890,DFW,CityName,State,JFK,CityName,State,0,0,0,0,0,,177,2168,0,0,0,0,0
2024-01-09,JetBlue,N812XX,5016,ORD,CityName,State,SFO,CityName,State,0,0,0,0,0,,294,333,0,0,0,0,0
2024-01-20,Delta,N549XX,9840,LAX,CityName,State,DFW,CityName,State,0,0,0,0,0,,156,1715,0,0,0,0,0
2024-01-06,American,N641XX,7159,MIA,CityName,State,JFK,CityName,State,15,1,10,1,0,,291,2419,15,0,0,0,0
2024-01-06,United,N976XX,907,JFK,CityName,State,JFK,CityName,State,0,0,0,0,0,,239,2460,0,0,0,0,0
2024-01-12,Southwest,N339XX,2603,LAX,CityName,State,SFO,CityName,State,0,0,0,0,0,,289,2016,0,0,0,0,0
2024-01-12,Southwest,N259XX,8590,ATL,CityName,State,SFO,CityName,State,30,1,25,1,0,,138,1553,0,0,0,0,30
2024-01-27,JetBlue,N255XX,8977,JFK,CityName,State,ORD,CityName,State,120,1,115,1,0,,222,456,0,0,0,0,120
2024-01-26,United,N312XX,253,ORD,CityName,State,LAX,CityName,State,0,0,0,0,0,,62,1386,0,0,0,0,0
2024-01-25,Southwest,N722XX,7310,MIA,CityName,State,ORD,CityName,State,0,0,0,0,0,,104,2290,0,0,0,0,0
2024-01-03,American,N588XX,4066,MIA,CityName,State,MIA,CityName,State,0,0,0,0,0,,200,1649,0,0,0,0,0
2024-01-22,United,N481XX,2833,LAX,CityName,State,SFO,CityName,State,0,0,0,0,0,,96,1837,0,0,0,0,0
2024-01-29,Delta,N476XX,7336,ORD,CityName,State,ATL,CityName,State,0,0,0,0,0,,92,2326,0,0,0,0,0
2024-01-25,Delta,N447XX,1402,ORD,CityName,State,LAX,CityName,State,0,0,0,0,0,,176,2384,0,0,0,0,0
2024-01-22,Southwest,N745XX,9601,LAX,CityName,State,LAX,CityName,State,0,0,0,0,0,,282,345,0,0,0,0,0
2024-01-28,Delta,N724XX,4747,JFK,CityName,State,DFW,CityName,State,0,0,0,0,0,,197,738,0,0,0,0,0
2024-01-30,Delta,N481XX,4959,ORD,CityName,State,SFO,CityName,State,0,0,0,0,0,,276,2265,0,0,0,0,0
2024-01-27,JetBlue,N615XX,8243,JFK,CityName,State,LAX,CityName,State,0,0,0,0,0,,299,2310,0,0,0,0,0
2024-01-06,American,N216XX,323,LAX,CityName,State,MIA,CityName,State,0,0,0,0,0,,93,1895,0,0,0,0,0
2024-01-16,Delta,N916XX,2507,ORD,CityName,State,DFW,CityName,State,0,0,0,0,0,,96,567,0,0,0,0,0
2024-01-19,Delta,N134XX,8158,SFO,CityName,State,ORD,CityName,State,0,0,0,0,0,,90,608,0,0,0,0,0
2024-01-15,American,N708XX,1392,JFK,CityName,State,LAX,CityName,State,0,0,0,0,0,,238,671,0,0,0,0,0
2024-01-28,American,N958XX,1025,ATL,CityName,State,ORD,CityName,State,0,0,0,0,0,,114,424,0,0,0,0,0
2024-01-29,JetBlue,N216XX,7452,SFO,CityName,State,JFK,CityName,State,0,0,0,0,0,,150,2132,0,0,0,0,0
2024-01-21,Southwest,N991XX,4979,MIA,CityName,State,LAX,CityName,State,60,1,55,1,0,,223,1374,60,0,0,0,0
2024-01-25,United,N459XX,469,MIA,CityName,State,ATL,CityName,State,0,0,0,0,0,,291,567,0,0,0,0,0
2024-01-26,JetBlue,N961XX,3375,LAX,CityName,State,MIA,CityName,State,0,0,0,0,0,,269,1381,0,0,0,0,0
2024-01-26,American,N784XX,116,DFW,CityName,State,JFK,CityName,State,30,1,25,1,0,,87,699,30,0,0,0,0
2024-01-11,JetBlue,N238XX,9922,MIA,CityName,State,JFK,CityName,State,0,0,0,0,0,,101,2417,0,0,0,0,0
2024-01-20,American,N778XX,6212,LAX,CityName,State,ORD,CityName,State,30,1,25,1,0,,208,563,30,0,0,0,0
2024-01-14,American,N863XX,605,MIA,CityName,State,JFK,CityName,State,0,0,0,0,0,,129,1272,0,0,0,0,0
2024-01-09,Southwest,N804XX,277,ATL,CityName,State,LAX,CityName,State,0,0,0,0,0,,72,2462,0,0,0,0,0
2024-01-04,JetBlue,N782XX,3096,MIA,CityName,State,LAX,CityName,State,0,0,0,0,0,,96,2097,0,0,0,0,0
2024-01-02,Delta,N400XX,811,ATL,CityName,State,ORD,CityName,State,15,1,10,1,0,,118,1302,0,0,15,0,0
2024-01-17,Southwest,N826XX,8933,JFK,CityName,State,LAX,CityName,State,0,0,0,0,0,,261,1306,0,0,0,0,0
2024-01-05,JetBlue,N182XX,2766,JFK,CityName,State,SFO,CityName,State,30,1,25,1,0,,128,1660,0,0,30,0,0
2024-01-12,Southwest,N697XX,6242,SFO,CityName,State,SFO,CityName,State,0,0,0,0,0,,106,402,0,0,0,0,0
2024-01-13,American,N829XX,7520,ATL,CityName,State,JFK,CityName,State,0,0,0,0,0,,135,606,0,0,0,0,0
2024-01-13,American,N414XX,5726,ORD,CityName,State,ATL,CityName,State,0,0,0,0,0,,83,2107,0,0,0,0,0
2024-01-24,United,N130XX,4506,JFK,CityName,State,LAX,CityName,State,0,0,0,0,0,,213,1967,0,0,0,0,0
2024-01-08,United,N768XX,3271,LAX,CityName,State,JFK,CityName,State,0,0,0,0,0,,201,1521,0,0,0,0,0
2024-01-12,United,N753XX,8347,ORD,CityName,State,ATL,CityName,State,0,0,0,0,0,,239,661,0,0,0,0,0
2024-01-30,Delta,N542XX,9226,SFO,CityName,State,LAX,CityName,State,0,0,0,0,0,,259,876,0,0,0,0,0
2024-01-04,American,N908XX,2485,ATL,CityName,State,MIA,CityName,State,0,0,0,0,0,,75,1757,0,0,0,0,0
2024-01-20,Delta,N483XX,2531,ORD,CityName,State,DFW,CityName,State,0,0,0,0,0,,142,588,0,0,0,0,0
2024-01-23,JetBlue,N846XX,8965,MIA,CityName,State,DFW,CityName,State,0,0,0,0,0,,137,642,0,0,0,0,0
2024-01-27,American,N406XX,2872,JFK,CityName,State,ATL,CityName,State,0,0,0,0,0,,130,1080,0,0,0,0,0
2024-01-28,Southwest,N215XX,3050,JFK,CityName,State,ORD,CityName,State,0,0,0,0,0,,279,1892,0,0,0,0,0
2024-01-24,Delta,N731XX,4945,JFK,CityName,State,ORD,CityName,State,0,0,0,0,0,,79,884,0,0,0,0,0
2024-01-29,United,N905XX,6317,LAX,CityName,State,DFW,CityName,State,0,0,0,0,0,,247,1566,0,0,0,0,0
2024-01-18,JetBlue,N570XX,7571,DFW,CityName,State,JFK,CityName,State,0,0,0,0,0,,180,1622,0,0,0,0,0
2024-01-17,JetBlue,N916XX,6460,LAX,CityName,State,ATL,CityName,State,30,1,25,1,0,,94,2477,30,0,0,0,0
2024-01-25,JetBlue,N350XX,8142,LAX,CityName,State,ORD,CityName,State,0,0,0,0,0,,63,374,0,0,0,0,0
2024-01-29,Delta,N422XX,7542,ATL,CityName,State,DFW,CityName,State,0,0,0,0,0,,83,519,0,0,0,0,0
2024-01-23,Delta,N887XX,7241,JFK,CityName,State,LAX,CityName,State,0,0,0,0,0,,273,451,0,0,0,0,0
2024-01-28,JetBlue,N226XX,8668,SFO,CityName,State,LAX,CityName,State,0,0,0,0,0,,119,1215,0,0,0,0,0
2024-01-28,United,N588XX,6210,ORD,CityName,State,MIA,CityName,State,0,0,0,0,0,,94,593,0,0,0,0,0
2024-01-16,Southwest,N552XX,4307,SFO,CityName,State,ORD,CityName,State,0,0,0,0,0,,259,2018,0,0,0,0,0
2024-01-12,JetBlue,N341XX,2089,MIA,CityName,State,ORD,CityName,State,15,1,10,1,0,,246,2137,0,0,0,0,15
2024-01-06,JetBlue,N995XX,3006,JFK,CityName,State,DFW,CityName,State,0,0,0,0,0,,88,421,0,0,0,0,0
2024-01-20,Southwest,N176XX,8513,SFO,CityName,State,JFK,CityName,State,0,0,0,0,0,,87,416,0,0,0,0,0
2024-01-04,American,N239XX,3085,LAX,CityName,State,ORD,CityName,State,30,1,25,1,0,,123,2307,0,0,30,0,0
2024-01-27,American,N788XX,3558,LAX,CityName,State,ATL,CityName,State,0,0,0,0,0,,294,1889,0,0,0,0,0
2024-01-16,JetBlue,N368XX,1441,MIA,CityName,State,ATL,CityName,State,0,0,0,0,0,,287,369,0,0,0,0,0
