FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,DepDelay,DepDel15,ArrDelay,ArrDel15,Cancelled,CancellationCode,AirTime,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2023-01-04,JetBlue,N175XX,8709,MIA,CityName,State,DFW,CityName,State,15,1,2,0,0,,181,1596,0,0,0,0,0
2023-01-04,Delta,N476XX,7483,ATL,CityName,State,SEA,CityName,State,0,0,-3,0,0,,49,2692,0,0,0,0,0
2023-01-04,United,N512XX,6860,MIA,CityName,State,MIA,CityName,State,0,0,-9,0,0,,77,1533,0,0,0,0,0
2023-01-04,Southwest,N954XX,5936,SFO,CityName,State,SFO,CityName,State,0,0,-10,0,0,,260,954,0,0,0,0,0
2023-01-05,Southwest,N364XX,6493,JFK,CityName,State,MIA,CityName,State,120,1,128,1,0,,294,609,128,0,0,0,0
2023-01-05,American,N973XX,4435,JFK,CityName,State,BOS,CityName,State,0,0,0,0,0,,218,1260,0,0,0,0,0
2023-01-05,JetBlue,N924XX,4640,SFO,CityName,State,SFO,CityName,State,0,0,-8,0,0,,61,683,0,0,0,0,0
2023-01-05,American,N924XX,9364,ORD,CityName,State,ATL,CityName,State,0,0,9,0,0,,217,2696,0,0,0,0,0
2023-01-05,JetBlue,N791XX,8518,MIA,CityName,State,LAX,CityName,State,0,0,-1,0,0,,220,502,0,0,0,0,0
2023-01-05,Delta,N790XX,5503,MIA,CityName,State,JFK,CityName,State,0,0,-14,0,0,,358,2837,0,0,0,0,0
2023-01-05,Delta,N340XX,243,SEA,CityName,State,ATL,CityName,State,0,0,-8,0,0,,150,1761,0,0,0,0,0
2023-01-05,JetBlue,N481XX,1972,DFW,CityName,State,ATL,CityName,State,0,0,-8,0,0,,179,1435,0,0,0,0,0
2023-01-05,JetBlue,N639XX,7181,BOS,CityName,State,DFW,CityName,State,0,0,-2,0,0,,279,1526,0,0,0,0,0
2023-01-05,Southwest,N423XX,4594,DFW,CityName,State,LAX,CityName,State,0,0,-3,0,0,,48,2127,0,0,0,0,0
2023-01-05,Delta,N484XX,2127,LAX,CityName,State,SFO,CityName,State,0,0,-12,0,0,,62,1190,0,0,0,0,0
2023-01-05,Delta,N633XX,1238,ORD,CityName,State,LAX,CityName,State,0,0,4,0,0,,224,232,0,0,0,0,0
2023-01-05,American,N251XX,5699,SEA,CityName,State,SEA,CityName,State,0,0,1,0,0,,225,2507,0,0,0,0,0
2023-01-05,United,N510XX,6941,MIA,CityName,State,SEA,CityName,State,0,0,-13,0,0,,185,978,0,0,0,0,0
2023-01-05,Southwest,N471XX,6866,SFO,CityName,State,MIA,CityName,State,0,0,-6,0,0,,192,1721,0,0,0,0,0
2023-01-05,Delta,N335XX,8016,JFK,CityName,State,ATL,CityName,State,60,1,59,1,0,,64,236,59,0,0,0,0
2023-01-05,American,N476XX,6235,SFO,CityName,State,DEN,CityName,State,0,0,0,0,0,,234,1735,0,0,0,0,0
2023-01-05,JetBlue,N471XX,5961,ORD,CityName,State,ATL,CityName,State,0,0,9,0,0,,106,1104,0,0,0,0,0
2023-01-05,JetBlue,N975XX,4224,BOS,CityName,State,SFO,CityName,State,0,0,-12,0,0,,354,563,0,0,0,0,0
2023-01-06,Delta,N623XX,3500,ORD,CityName,State,DFW,CityName,State,0,0,-3,0,0,,107,160,0,0,0,0,0
2023-01-06,United,N482XX,3061,SFO,CityName,State,LAX,CityName,State,0,0,2,0,0,,254,483,0,0,0,0,0
2023-01-06,Delta,N587XX,1454,LAX,CityName,State,ATL,CityName,State,0,0,-12,0,0,,351,673,0,0,0,0,0
2023-01-06,JetBlue,N397XX,4542,LAX,CityName,State,SFO,CityName,State,45,1,34,1,0,,241,1530,0,0,0,0,34
2023-01-06,JetBlue,N302XX,7442,ATL,CityName,State,DFW,CityName,State,0,0,-9,0,0,,288,2543,0,0,0,0,0
2023-01-06,American,N804XX,5608,SEA,CityName,State,MIA,CityName,State,0,0,7,0,0,,247,2769,0,0,0,0,0
2023-01-06,Delta,N949XX,9330,BOS,CityName,State,BOS,CityName,State,0,0,-12,0,0,,104,152,0,0,0,0,0
2023-01-06,Southwest,N641XX,8047,LAX,CityName,State,MIA,CityName,State,0,0,-4,0,0,,129,793,0,0,0,0,0
2023-01-06,American,N197XX,4614,MIA,CityName,State,DFW,CityName,State,0,0,1,0,0,,336,2636,0,0,0,0,0
2023-01-06,Delta,N560XX,5897,MIA,CityName,State,SFO,CityName,State,0,0,0,0,0,,259,1482,0,0,0,0,0
2023-01-06,Southwest,N853XX,682,JFK,CityName,State,MIA,CityName,State,0,0,9,0,0,,239,1440,0,0,0,0,0
2023-01-06,United,N344XX,293,SFO,CityName,State,JFK,CityName,State,0,0,-8,0,0,,168,2922,0,0,0,0,0
2023-01-06,United,N899XX,1700,SFO,CityName,State,SEA,CityName,State,0,0,3,0,0,,239,2665,0,0,0,0,0
2023-01-07,Delta,N738XX,1438,SEA,CityName,State,ATL,CityName,State,0,0,-5,0,0,,203,2980,0,0,0,0,0
2023-01-07,JetBlue,N329XX,7344,MIA,CityName,State,ORD,CityName,State,0,0,-13,0,0,,207,2452,0,0,0,0,0
2023-01-07,Southwest,N981XX,2317,JFK,CityName,State,LAX,CityName,State,0,0,-10,0,0,,166,1550,0,0,0,0,0
2023-01-07,Delta,N832XX,3871,DEN,CityName,State,ORD,CityName,State,0,0,4,0,0,,337,1488,0,0,0,0,0
2023-01-07,Delta,N814XX,189,SEA,CityName,State,LAX,CityName,State,15,1,25,1,0,,141,160,25,0,0,0,0
2023-01-07,American,N301XX,1770,ORD,CityName,State,ORD,CityName,State,0,0,-5,0,0,,49,2847,0,0,0,0,0
2023-01-07,Delta,N622XX,1270,JFK,CityName,State,MIA,CityName,State,0,0,5,0,0,,200,778,0,0,0,0,0
2023-01-07,American,N576XX,7913,LAX,CityName,State,LAX,CityName,State,0,0,-11,0,0,,69,962,0,0,0,0,0
2023-01-07,Southwest,N235XX,8083,ATL,CityName,State,ATL,CityName,State,30,1,20,1,0,,344,1878,0,0,20,0,0
2023-01-07,United,N611XX,5505,DEN,CityName,State,SFO,CityName,State,0,0,3,0,0,,147,2171,0,0,0,0,0
2023-01-08,American,N672XX,9291,LAX,CityName,State,DEN,CityName,State,0,0,9,0,0,,284,2364,0,0,0,0,0
2023-01-08,JetBlue,N937XX,8574,JFK,CityName,State,BOS,CityName,State,15,1,25,1,0,,154,516,0,25,0,0,0
2023-01-08,Delta,N868XX,9918,JFK,CityName,State,MIA,CityName,State,0,0,-14,0,0,,72,2314,0,0,0,0,0
2023-01-08,American,N683XX,8156,DFW,CityName,State,SEA,CityName,State,0,0,-9,0,0,,262,1757,0,0,0,0,0
2023-01-08,Southwest,N534XX,8696,JFK,CityName,State,ATL,CityName,State,0,0,-2,0,0,,65,450,0,0,0,0,0
2023-01-08,American,N692XX,4322,JFK,CityName,State,LAX,CityName,State,15,1,21,1,0,,233,1928,0,0,0,0,21
2023-01-08,Southwest,N629XX,8620,MIA,CityName,State,DEN,CityName,State,15,1,14,0,0,,139,2933,0,0,0,0,0
2023-01-08,American,N616XX,3097,LAX,CityName,State,ORD,CityName,State,45,1,48,1,0,,154,2980,0,0,0,0,48
2023-01-08,Southwest,N681XX,9517,SFO,CityName,State,SFO,CityName,State,0,0,3,0,0,,141,2284,0,0,0,0,0
2023-01-08,Delta,N773XX,1290,LAX,CityName,State,SFO,CityName,State,0,0,7,0,0,,52,717,0,0,0,0,0
2023-01-08,American,N728XX,5083,SFO,CityName,State,ATL,CityName,State,0,0,4,0,0,,99,2269,0,0,0,0,0
2023-01-08,JetBlue,N972XX,1066,DEN,CityName,State,SFO,CityName,State,0,0,-5,0,0,,186,1304,0,0,0,0,0
2023-01-08,Southwest,N289XX,2381,DFW,CityName,State,ORD,CityName,State,0,0,-13,0,0,,230,1069,0,0,0,0,0
2023-01-08,United,N222XX,252,JFK,CityName,State,ORD,CityName,State,0,0,10,0,0,,211,270,0,0,0,0,0
2023-01-08,Delta,N571XX,945,BOS,CityName,State,JFK,CityName,State,0,0,0,0,0,,64,2520,0,0,0,0,0
2023-01-08,JetBlue,N866XX,2904,DFW,CityName,State,LAX,CityName,State,0,0,4,0,0,,245,792,0,0,0,0,0
2023-01-08,JetBlue,N679XX,2804,JFK,CityName,State,JFK,CityName,State,0,0,10,0,0,,274,2094,0,0,0,0,0
2023-01-08,United,N323XX,9276,MIA,CityName,State,SEA,CityName,State,0,0,7,0,0,,63,1542,0,0,0,0,0
2023-01-08,Delta,N985XX,7962,JFK,CityName,State,JFK,CityName,State,0,0,-9,0,0,,277,2629,0,0,0,0,0
2023-01-08,Southwest,N821XX,2834,ORD,CityName,State,DEN,CityName,State,0,0,0,0,0,,313,625,0,0,0,0,0
2023-01-08,Southwest,N854XX,8692,LAX,CityName,State,JFK,CityName,State,0,0,-11,0,0,,284,785,0,0,0,0,0
2023-01-08,Delta,N408XX,7371,DFW,CityName,State,MIA,CityName,State,0,0,9,0,0,,169,2445,0,0,0,0,0
2023-01-09,JetBlue,N376XX,2010,SFO,CityName,State,MIA,CityName,State,0,0,7,0,0,,118,1417,0,0,0,0,0
2023-01-09,United,N313XX,5431,SFO,CityName,State,SFO,CityName,State,0,0,-9,0,0,,74,2285,0,0,0,0,0
2023-01-09,American,N839XX,1274,SEA,CityName,State,BOS,CityName,State,0,0,-14,0,0,,112,2422,0,0,0,0,0
2023-01-09,Delta,N342XX,3144,MIA,CityName,State,ATL,CityName,State,0,0,3,0,0,,162,1244,0,0,0,0,0
2023-01-09,American,N838XX,9970,JFK,CityName,State,LAX,CityName,State,240,1,240,1,0,,195,476,0,0,240,0,0
2023-01-09,Delta,N583XX,1118,SEA,CityName,State,ATL,CityName,State,0,0,0,0,1,A,229,1491,0,0,0,0,0
2023-01-09,Southwest,N744XX,6299,JFK,CityName,State,DEN,CityName,State,0,0,0,0,1,A,173,459,0,0,0,0,0
2023-01-09,Delta,N510XX,6758,ORD,CityName,State,SEA,CityName,State,0,0,-9,0,0,,238,916,0,0,0,0,0
2023-01-09,JetBlue,N241XX,7897,LAX,CityName,State,JFK,CityName,State,0,0,3,0,0,,106,1277,0,0,0,0,0
2023-01-09,Delta,N839XX,1140,DFW,CityName,State,SFO,CityName,State,0,0,-11,0,0,,238,2634,0,0,0,0,0
2023-01-09,American,N404XX,8207,LAX,CityName,State,DEN,CityName,State,0,0,-1,0,0,,301,1168,0,0,0,0,0
2023-01-09,American,N818XX,1112,SFO,CityName,State,DFW,CityName,State,0,0,-14,0,0,,191,2872,0,0,0,0,0
2023-01-09,United,N978XX,2621,ATL,CityName,State,DEN,CityName,State,30,1,35,1,0,,166,2335,35,0,0,0,0
2023-01-09,Delta,N347XX,8749,BOS,CityName,State,MIA,CityName,State,15,1,1,0,0,,91,1264,0,0,0,0,0
2023-01-09,United,N974XX,791,ATL,CityName,State,LAX,CityName,State,15,1,14,0,0,,62,705,0,0,0,0,0
2023-01-09,JetBlue,N432XX,3135,SFO,CityName,State,ATL,CityName,State,0,0,-4,0,0,,325,2829,0,0,0,0,0
2023-01-09,Southwest,N960XX,4582,BOS,CityName,State,DFW,CityName,State,0,0,4,0,0,,179,2013,0,0,0,0,0
2023-01-09,Delta,N482XX,4014,MIA,CityName,State,DEN,CityName,State,15,1,23,1,0,,214,2390,0,0,23,0,0
2023-01-09,Southwest,N429XX,2449,DFW,CityName,State,SEA,CityName,State,60,1,66,1,0,,252,2248,0,66,0,0,0
2023-01-09,United,N931XX,4495,SFO,CityName,State,JFK,CityName,State,15,1,9,0,0,,345,2495,0,0,0,0,0
2023-01-09,JetBlue,N525XX,8892,BOS,CityName,State,ATL,CityName,State,0,0,-2,0,0,,131,161,0,0,0,0,0
2023-01-09,Delta,N612XX,4424,MIA,CityName,State,BOS,CityName,State,0,0,2,0,0,,54,271,0,0,0,0,0
2023-01-09,United,N776XX,5457,JFK,CityName,State,LAX,CityName,State,15,1,3,0,0,,202,581,0,0,0,0,0
2023-01-10,JetBlue,N958XX,8946,BOS,CityName,State,DFW,CityName,State,0,0,-12,0,0,,311,2246,0,0,0,0,0
2023-01-10,American,N101XX,3688,DFW,CityName,State,BOS,CityName,State,15,1,22,1,0,,200,1060,0,0,0,0,22
2023-01-10,American,N406XX,9361,DEN,CityName,State,SFO,CityName,State,0,0,-13,0,0,,131,406,0,0,0,0,0
2023-01-10,Southwest,N857XX,2430,JFK,CityName,State,BOS,CityName,State,15,1,10,0,0,,218,2217,0,0,0,0,0
2023-01-10,Southwest,N499XX,1283,JFK,CityName,State,SFO,CityName,State,30,1,21,1,0,,213,306,21,0,0,0,0
2023-01-10,Delta,N328XX,3596,LAX,CityName,State,SFO,CityName,State,0,0,-7,0,0,,214,2913,0,0,0,0,0
2023-01-10,American,N978XX,555,ORD,CityName,State,SFO,CityName,State,0,0,-10,0,0,,189,358,0,0,0,0,0
2023-01-10,United,N174XX,5112,BOS,CityName,State,SFO,CityName,State,0,0,7,0,0,,255,2362,0,0,0,0,0
2023-01-10,JetBlue,N881XX,4855,DFW,CityName,State,DFW,CityName,State,0,0,5,0,0,,209,2756,0,0,0,0,0
2023-01-10,Southwest,N337XX,8776,DEN,CityName,State,SEA,CityName,State,0,0,-6,0,0,,195,2838,0,0,0,0,0
2023-01-10,JetBlue,N121XX,3846,DEN,CityName,State,DEN,CityName,State,15,1,21,1,0,,355,2184,21,0,0,0,0
2023-01-10,Delta,N593XX,6684,LAX,CityName,State,SEA,CityName,State,45,1,46,1,0,,346,2749,46,0,0,0,0
2023-01-10,United,N704XX,1454,BOS,CityName,State,SEA,CityName,State,45,1,44,1,0,,308,2301,0,44,0,0,0
2023-01-10,JetBlue,N591XX,4857,SEA,CityName,State,DEN,CityName,State,120,1,110,1,0,,111,1834,0,0,110,0,0
2023-01-11,American,N654XX,6465,ATL,CityName,State,BOS,CityName,State,0,0,5,0,0,,200,248,0,0,0,0,0
2023-01-11,Delta,N297XX,2498,ATL,CityName,State,SEA,CityName,State,0,0,2,0,0,,63,2855,0,0,0,0,0
2023-01-11,American,N932XX,457,LAX,CityName,State,MIA,CityName,State,0,0,0,0,0,,62,1560,0,0,0,0,0
2023-01-11,JetBlue,N183XX,8528,ORD,CityName,State,DEN,CityName,State,15,1,19,1,0,,183,2331,0,0,19,0,0
2023-01-11,American,N634XX,5214,JFK,CityName,State,MIA,CityName,State,0,0,2,0,0,,207,2983,0,0,0,0,0
2023-01-11,United,N723XX,7543,JFK,CityName,State,SFO,CityName,State,0,0,-7,0,0,,140,1426,0,0,0,0,0
2023-01-11,Southwest,N801XX,4259,LAX,CityName,State,SEA,CityName,State,0,0,-6,0,0,,235,2775,0,0,0,0,0
2023-01-11,JetBlue,N136XX,7893,DFW,CityName,State,BOS,CityName,State,0,0,-12,0,0,,268,2333,0,0,0,0,0
2023-01-11,United,N491XX,4459,JFK,CityName,State,SFO,CityName,State,60,1,53,1,0,,186,488,0,0,53,0,0
2023-01-11,American,N300XX,3192,ATL,CityName,State,SEA,CityName,State,0,0,-14,0,0,,251,2051,0,0,0,0,0
2023-01-11,American,N695XX,333,SFO,CityName,State,BOS,CityName,State,0,0,10,0,0,,347,2407,0,0,0,0,0
2023-01-12,JetBlue,N636XX,9548,SFO,CityName,State,SEA,CityName,State,0,0,0,0,1,A,113,2493,0,0,0,0,0
2023-01-12,United,N341XX,3189,DFW,CityName,State,LAX,CityName,State,0,0,-11,0,0,,180,227,0,0,0,0,0
2023-01-12,JetBlue,N820XX,6811,DEN,CityName,State,DFW,CityName,State,0,0,-1,0,0,,197,1439,0,0,0,0,0
2023-01-12,United,N203XX,6565,SEA,CityName,State,LAX,CityName,State,0,0,0,0,0,,285,2496,0,0,0,0,0
2023-01-12,JetBlue,N401XX,4585,DEN,CityName,State,ORD,CityName,State,15,1,17,1,0,,97,2792,0,17,0,0,0
2023-01-13,Southwest,N200XX,8252,ORD,CityName,State,SEA,CityName,State,0,0,-5,0,0,,74,1916,0,0,0,0,0
2023-01-13,Southwest,N901XX,835,LAX,CityName,State,ORD,CityName,State,0,0,9,0,0,,52,1601,0,0,0,0,0
2023-01-13,United,N614XX,4980,DFW,CityName,State,SFO,CityName,State,0,0,6,0,0,,200,1116,0,0,0,0,0
2023-01-13,Delta,N886XX,790,DEN,CityName,State,SFO,CityName,State,0,0,-6,0,0,,203,1936,0,0,0,0,0
2023-01-13,Delta,N526XX,8216,MIA,CityName,State,BOS,CityName,State,0,0,-10,0,0,,197,2270,0,0,0,0,0
2023-01-13,Delta,N992XX,7188,DEN,CityName,State,SFO,CityName,State,0,0,-12,0,0,,111,230,0,0,0,0,0
2023-01-13,Delta,N975XX,7765,LAX,CityName,State,LAX,CityName,State,30,1,35,1,0,,257,2699,0,35,0,0,0
2023-01-13,Delta,N692XX,4980,BOS,CityName,State,JFK,CityName,State,0,0,-7,0,0,,164,359,0,0,0,0,0
2023-01-13,Delta,N129XX,877,ORD,CityName,State,ORD,CityName,State,0,0,-8,0,0,,274,1861,0,0,0,0,0
2023-01-13,JetBlue,N188XX,3499,ORD,CityName,State,ATL,CityName,State,60,1,50,1,0,,144,1041,0,0,0,0,50
2023-01-13,JetBlue,N610XX,3978,ATL,CityName,State,ORD,CityName,State,30,1,25,1,0,,112,1024,0,0,25,0,0
2023-01-13,JetBlue,N333XX,6544,MIA,CityName,State,DEN,CityName,State,15,1,6,0,0,,213,2231,0,0,0,0,0
2023-01-13,Southwest,N989XX,9904,DFW,CityName,State,ORD,CityName,State,0,0,9,0,0,,107,1591,0,0,0,0,0
2023-01-13,Southwest,N950XX,8238,ATL,CityName,State,DFW,CityName,State,0,0,-6,0,0,,78,526,0,0,0,0,0
2023-01-13,Southwest,N971XX,4230,SFO,CityName,State,DFW,CityName,State,15,1,16,1,0,,316,468,0,16,0,0,0
2023-01-13,Delta,N596XX,132,DEN,CityName,State,SEA,CityName,State,0,0,-5,0,0,,155,680,0,0,0,0,0
2023-01-14,Delta,N498XX,3600,ORD,CityName,State,DEN,CityName,State,30,1,29,1,0,,106,274,0,0,29,0,0
2023-01-14,United,N510XX,5254,BOS,CityName,State,ATL,CityName,State,0,0,-13,0,0,,228,2262,0,0,0,0,0
2023-01-14,Southwest,N830XX,2225,JFK,CityName,State,MIA,CityName,State,0,0,-11,0,0,,125,1396,0,0,0,0,0
2023-01-14,Delta,N414XX,9294,ATL,CityName,State,MIA,CityName,State,0,0,-4,0,0,,66,2583,0,0,0,0,0
2023-01-14,American,N738XX,418,JFK,CityName,State,JFK,CityName,State,30,1,40,1,0,,148,712,0,0,40,0,0
2023-01-14,United,N747XX,7175,LAX,CityName,State,SFO,CityName,State,0,0,-8,0,0,,260,991,0,0,0,0,0
2023-01-14,Delta,N442XX,8854,ATL,CityName,State,DFW,CityName,State,15,1,23,1,0,,129,1596,0,0,23,0,0
2023-01-14,Delta,N624XX,9617,DEN,CityName,State,BOS,CityName,State,0,0,5,0,0,,56,1456,0,0,0,0,0
2023-01-14,Delta,N373XX,849,DFW,CityName,State,SEA,CityName,State,0,0,-11,0,0,,114,593,0,0,0,0,0
2023-01-14,JetBlue,N880XX,2810,BOS,CityName,State,ATL,CityName,State,0,0,5,0,0,,254,2231,0,0,0,0,0
2023-01-14,Delta,N571XX,9086,JFK,CityName,State,BOS,CityName,State,0,0,-3,0,0,,48,182,0,0,0,0,0
2023-01-14,United,N724XX,464,DFW,CityName,State,JFK,CityName,State,0,0,0,0,0,,63,1373,0,0,0,0,0
2023-01-14,JetBlue,N238XX,2910,ATL,CityName,State,ORD,CityName,State,0,0,-12,0,0,,47,1239,0,0,0,0,0
2023-01-14,Southwest,N160XX,5357,SEA,CityName,State,BOS,CityName,State,15,1,20,1,0,,48,285,0,0,0,0,20
2023-01-15,Delta,N444XX,9238,JFK,CityName,State,MIA,CityName,State,0,0,-11,0,0,,353,2638,0,0,0,0,0
2023-01-15,Delta,N675XX,7241,DFW,CityName,State,SFO,CityName,State,0,0,-9,0,0,,306,1821,0,0,0,0,0
2023-01-15,American,N191XX,2555,ATL,CityName,State,DEN,CityName,State,30,1,18,1,0,,203,1821,18,0,0,0,0
2023-01-15,JetBlue,N922XX,7550,DEN,CityName,State,SFO,CityName,State,0,0,-4,0,0,,204,1436,0,0,0,0,0
2023-01-15,JetBlue,N658XX,8620,SEA,CityName,State,DEN,CityName,State,0,0,-3,0,0,,98,1812,0,0,0,0,0
2023-01-15,Southwest,N248XX,9730,ORD,CityName,State,BOS,CityName,State,0,0,-1,0,0,,314,1689,0,0,0,0,0
2023-01-15,American,N493XX,1411,DFW,CityName,State,SEA,CityName,State,0,0,-9,0,0,,130,1264,0,0,0,0,0
2023-01-15,American,N618XX,6083,DFW,CityName,State,ORD,CityName,State,0,0,2,0,0,,355,325,0,0,0,0,0
2023-01-15,Southwest,N500XX,4069,SEA,CityName,State,DEN,CityName,State,0,0,-2,0,0,,339,1979,0,0,0,0,0
2023-01-16,Southwest,N288XX,2999,ATL,CityName,State,BOS,CityName,State,120,1,124,1,0,,145,242,0,0,124,0,0
2023-01-16,American,N376XX,8775,JFK,CityName,State,DFW,CityName,State,0,0,0,0,0,,134,2207,0,0,0,0,0
2023-01-16,American,N282XX,7256,SFO,CityName,State,MIA,CityName,State,0,0,4,0,0,,266,2115,0,0,0,0,0
2023-01-16,American,N246XX,2348,LAX,CityName,State,LAX,CityName,State,0,0,1,0,0,,305,2405,0,0,0,0,0
2023-01-16,United,N918XX,7500,SFO,CityName,State,BOS,CityName,State,0,0,-3,0,0,,264,2042,0,0,0,0,0
2023-01-16,Southwest,N862XX,3124,ORD,CityName,State,MIA,CityName,State,45,1,34,1,0,,144,2535,34,0,0,0,0
