FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,DepDelay,DepDel15,ArrDelay,ArrDel15,Cancelled,CancellationCode,AirTime,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2024-01-02,JetBlue,N614XX,6230,DFW,CityName,State,SEA,CityName,State,0,0,3,0,0,,121,2086,0,0,0,0,0
2024-01-02,JetBlue,N779XX,4727,DFW,CityName,State,LAX,CityName,State,0,0,10,0,0,,162,919,0,0,0,0,0
2024-01-02,JetBlue,N281XX,1347,BOS,CityName,State,LAX,CityName,State,0,0,9,0,0,,144,601,0,0,0,0,0
2024-01-02,United,N884XX,3444,SEA,CityName,State,JFK,CityName,State,0,0,-3,0,0,,298,2927,0,0,0,0,0
2024-01-02,JetBlue,N565XX,4830,LAX,CityName,State,JFK,CityName,State,60,1,47,1,0,,338,2336,0,0,47,0,0
2024-01-02,United,N519XX,9509,JFK,CityName,State,BOS,CityName,State,0,0,-13,0,0,,145,1529,0,0,0,0,0
2024-01-02,Southwest,N362XX,5374,ORD,CityName,State,JFK,CityName,State,0,0,-8,0,0,,256,621,0,0,0,0,0
2024-01-02,United,N569XX,5008,MIA,CityName,State,ORD,CityName,State,45,1,42,1,0,,91,1771,0,0,0,0,42
2024-01-02,JetBlue,N842XX,5314,ATL,CityName,State,SEA,CityName,State,0,0,1,0,0,,321,2099,0,0,0,0,0
2024-01-02,JetBlue,N783XX,8935,SEA,CityName,State,LAX,CityName,State,0,0,9,0,0,,45,2042,0,0,0,0,0
2024-01-02,Southwest,N132XX,7797,SEA,CityName,State,SEA,CityName,State,30,1,27,1,0,,141,2044,0,0,0,0,27
2024-01-02,JetBlue,N423XX,3092,MIA,CityName,State,DEN,CityName,State,15,1,12,0,0,,330,1894,0,0,0,0,0
2024-01-02,Delta,N896XX,3201,ORD,CityName,State,ORD,CityName,State,0,0,-1,0,0,,300,2621,0,0,0,0,0
2024-01-02,JetBlue,N588XX,957,LAX,CityName,State,ATL,CityName,State,0,0,6,0,0,,231,1663,0,0,0,0,0
2024-01-03,Delta,N180XX,512,MIA,CityName,State,LAX,CityName,State,0,0,-4,0,0,,118,1251,0,0,0,0,0
2024-01-03,JetBlue,N438XX,2672,ATL,CityName,State,MIA,CityName,State,0,0,-6,0,0,,307,2033,0,0,0,0,0
2024-01-03,United,N916XX,6557,SEA,CityName,State,BOS,CityName,State,0,0,8,0,0,,323,363,0,0,0,0,0
2024-01-03,JetBlue,N208XX,6649,SEA,CityName,State,DEN,CityName,State,0,0,-13,0,0,,70,1804,0,0,0,0,0
2024-01-03,Southwest,N747XX,1435,MIA,CityName,State,SFO,CityName,State,15,1,8,0,0,,257,1404,0,0,0,0,0
2024-01-03,JetBlue,N885XX,6684,SFO,CityName,State,BOS,CityName,State,15,1,16,1,0,,60,1896,0,0,0,0,16
2024-01-03,United,N630XX,6038,JFK,CityName,State,SFO,CityName,State,0,0,-6,0,0,,270,1389,0,0,0,0,0
2024-01-03,Southwest,N622XX,2103,SEA,CityName,State,BOS,CityName,State,30,1,36,1,0,,116,2087,36,0,0,0,0
2024-01-03,JetBlue,N616XX,9191,DFW,CityName,State,MIA,CityName,State,0,0,7,0,0,,150,1082,0,0,0,0,0
2024-01-03,Southwest,N515XX,4588,DFW,CityName,State,SFO,CityName,State,30,1,37,1,0,,152,2944,0,37,0,0,0
2024-01-04,United,N309XX,6980,ORD,CityName,State,LAX,CityName,State,0,0,-9,0,0,,159,2291,0,0,0,0,0
2024-01-04,American,N219XX,5975,ATL,CityName,State,JFK,CityName,State,0,0,-7,0,0,,123,626,0,0,0,0,0
2024-01-04,American,N505XX,5299,SEA,CityName,State,JFK,CityName,State,0,0,-14,0,0,,253,1289,0,0,0,0,0
2024-01-04,Southwest,N610XX,6861,ORD,CityName,State,ORD,CityName,State,0,0,-6,0,0,,300,448,0,0,0,0,0
2024-01-04,American,N300XX,8808,JFK,CityName,State,MIA,CityName,State,0,0,0,0,0,,147,2710,0,0,0,0,0
2024-01-04,American,N759XX,3578,DFW,CityName,State,ORD,CityName,State,0,0,0,0,0,,212,476,0,0,0,0,0
2024-01-04,JetBlue,N166XX,6078,MIA,CityName,State,JFK,CityName,State,0,0,-8,0,0,,314,2744,0,0,0,0,0
2024-01-04,Delta,N818XX,7156,SFO,CityName,State,JFK,CityName,State,0,0,-9,0,0,,336,1224,0,0,0,0,0
2024-01-04,Delta,N792XX,1908,SEA,CityName,State,BOS,CityName,State,0,0,-7,0,0,,96,739,0,0,0,0,0
2024-01-04,Delta,N298XX,4736,DEN,CityName,State,DFW,CityName,State,0,0,8,0,0,,288,1912,0,0,0,0,0
2024-01-04,JetBlue,N203XX,4826,SFO,CityName,State,LAX,CityName,State,15,1,9,0,0,,106,2740,0,0,0,0,0
2024-01-04,United,N289XX,5632,SFO,CityName,State,SEA,CityName,State,0,0,-6,0,0,,297,300,0,0,0,0,0
2024-01-04,Southwest,N940XX,9852,SEA,CityName,State,DFW,CityName,State,45,1,55,1,0,,80,1734,0,0,0,0,55
2024-01-04,JetBlue,N820XX,2182,SEA,CityName,State,ATL,CityName,State,15,1,5,0,0,,146,2975,0,0,0,0,0
2024-01-04,United,N150XX,2994,JFK,CityName,State,DEN,CityName,State,0,0,5,0,0,,290,1540,0,0,0,0,0
2024-01-05,Delta,N525XX,9536,SFO,CityName,State,SFO,CityName,State,0,0,-9,0,0,,47,1037,0,0,0,0,0
2024-01-05,JetBlue,N867XX,1027,LAX,CityName,State,LAX,CityName,State,15,1,8,0,0,,185,255,0,0,0,0,0
2024-01-05,Southwest,N348XX,3133,LAX,CityName,State,BOS,CityName,State,0,0,-1,0,0,,220,1717,0,0,0,0,0
2024-01-05,JetBlue,N778XX,1625,BOS,CityName,State,BOS,CityName,State,15,1,7,0,0,,211,352,0,0,0,0,0
2024-01-05,United,N659XX,6463,ATL,CityName,State,ATL,CityName,State,0,0,5,0,0,,66,863,0,0,0,0,0
2024-01-05,JetBlue,N975XX,1516,SEA,CityName,State,BOS,CityName,State,45,1,55,1,0,,94,1986,55,0,0,0,0
2024-01-05,Delta,N699XX,3616,SEA,CityName,State,SEA,CityName,State,0,0,-11,0,0,,343,2622,0,0,0,0,0
2024-01-05,American,N230XX,7799,LAX,CityName,State,SFO,CityName,State,0,0,2,0,0,,342,700,0,0,0,0,0
2024-01-05,American,N415XX,3976,ATL,CityName,State,SFO,CityName,State,30,1,25,1,0,,85,972,0,0,0,0,25
2024-01-05,Delta,N536XX,763,LAX,CityName,State,SFO,CityName,State,0,0,0,0,0,,213,1371,0,0,0,0,0
2024-01-05,JetBlue,N382XX,1875,JFK,CityName,State,DFW,CityName,State,0,0,-5,0,0,,232,796,0,0,0,0,0
2024-01-05,Delta,N223XX,1920,MIA,CityName,State,SEA,CityName,State,0,0,-1,0,0,,343,2632,0,0,0,0,0
2024-01-05,Southwest,N574XX,7904,DFW,CityName,State,SEA,CityName,State,0,0,-6,0,0,,100,1041,0,0,0,0,0
2024-01-05,American,N238XX,2968,JFK,CityName,State,SEA,CityName,State,0,0,8,0,0,,50,1866,0,0,0,0,0
2024-01-05,JetBlue,N199XX,8998,MIA,CityName,State,BOS,CityName,State,30,1,40,1,0,,241,2281,0,0,40,0,0
2024-01-06,United,N701XX,3613,MIA,CityName,State,DEN,CityName,State,0,0,-2,0,0,,268,1618,0,0,0,0,0
2024-01-06,JetBlue,N488XX,9580,LAX,CityName,State,MIA,CityName,State,0,0,3,0,0,,229,271,0,0,0,0,0
2024-01-06,Delta,N260XX,2184,DEN,CityName,State,ORD,CityName,State,45,1,37,1,0,,104,1650,37,0,0,0,0
2024-01-06,Delta,N534XX,1345,ORD,CityName,State,MIA,CityName,State,0,0,1,0,0,,226,2603,0,0,0,0,0
2024-01-06,Delta,N740XX,5117,BOS,CityName,State,MIA,CityName,State,0,0,1,0,0,,337,342,0,0,0,0,0
2024-01-06,Southwest,N807XX,3035,DFW,CityName,State,MIA,CityName,State,0,0,-4,0,0,,293,1499,0,0,0,0,0
2024-01-06,Southwest,N407XX,2992,ATL,CityName,State,MIA,CityName,State,45,1,39,1,0,,135,2496,0,0,0,0,39
2024-01-06,Southwest,N185XX,5331,ATL,CityName,State,DEN,CityName,State,0,0,7,0,0,,63,399,0,0,0,0,0
2024-01-06,American,N474XX,9668,LAX,CityName,State,SEA,CityName,State,0,0,4,0,0,,68,305,0,0,0,0,0
2024-01-06,American,N852XX,5918,ATL,CityName,State,DFW,CityName,State,15,1,14,0,0,,60,1650,0,0,0,0,0
2024-01-06,United,N439XX,1987,MIA,CityName,State,ATL,CityName,State,0,0,8,0,0,,274,826,0,0,0,0,0
2024-01-06,Southwest,N315XX,3925,JFK,CityName,State,LAX,CityName,State,0,0,-9,0,0,,279,1818,0,0,0,0,0
2024-01-06,United,N757XX,4090,MIA,CityName,State,ATL,CityName,State,0,0,3,0,0,,125,988,0,0,0,0,0
2024-01-07,Delta,N679XX,7619,LAX,CityName,State,SFO,CityName,State,0,0,-1,0,0,,190,2414,0,0,0,0,0
2024-01-07,United,N685XX,6070,BOS,CityName,State,MIA,CityName,State,0,0,-14,0,0,,171,1931,0,0,0,0,0
2024-01-07,United,N320XX,1885,SEA,CityName,State,ORD,CityName,State,0,0,8,0,0,,187,1741,0,0,0,0,0
2024-01-07,JetBlue,N206XX,561,JFK,CityName,State,ORD,CityName,State,0,0,-12,0,0,,116,1934,0,0,0,0,0
2024-01-07,Southwest,N986XX,3431,DFW,CityName,State,DEN,CityName,State,0,0,1,0,0,,235,271,0,0,0,0,0
2024-01-07,Southwest,N772XX,2181,SFO,CityName,State,BOS,CityName,State,0,0,2,0,0,,230,2069,0,0,0,0,0
2024-01-07,American,N984XX,3881,JFK,CityName,State,SFO,CityName,State,0,0,6,0,0,,338,182,0,0,0,0,0
2024-01-07,Southwest,N906XX,8322,BOS,CityName,State,DFW,CityName,State,15,1,8,0,0,,96,2569,0,0,0,0,0
2024-01-07,JetBlue,N956XX,5604,JFK,CityName,State,MIA,CityName,State,120,1,113,1,0,,344,1547,113,0,0,0,0
2024-01-07,American,N698XX,3900,DFW,CityName,State,JFK,CityName,State,0,0,-14,0,0,,236,1996,0,0,0,0,0
2024-01-07,United,N463XX,5611,DFW,CityName,State,JFK,CityName,State,15,1,2,0,0,,123,1520,0,0,0,0,0
2024-01-07,JetBlue,N364XX,212,SEA,CityName,State,DEN,CityName,State,0,0,-13,0,0,,59,317,0,0,0,0,0
2024-01-07,American,N490XX,6657,ORD,CityName,State,BOS,CityName,State,0,0,8,0,0,,100,1396,0,0,0,0,0
2024-01-07,JetBlue,N994XX,7190,JFK,CityName,State,DFW,CityName,State,0,0,0,0,0,,293,1493,0,0,0,0,0
2024-01-07,Southwest,N312XX,1654,ATL,CityName,State,SFO,CityName,State,0,0,-5,0,0,,191,2216,0,0,0,0,0
2024-01-07,Southwest,N484XX,8290,SFO,CityName,State,LAX,CityName,State,0,0,-14,0,0,,180,2757,0,0,0,0,0
2024-01-07,Delta,N557XX,7639,SEA,CityName,State,ORD,CityName,State,0,0,2,0,0,,264,2640,0,0,0,0,0
2024-01-08,United,N623XX,5750,MIA,CityName,State,JFK,CityName,State,0,0,-13,0,0,,110,790,0,0,0,0,0
2024-01-08,Delta,N417XX,2485,BOS,CityName,State,JFK,CityName,State,0,0,3,0,0,,218,1770,0,0,0,0,0
2024-01-08,Southwest,N869XX,7898,ATL,CityName,State,ORD,CityName,State,15,1,8,0,0,,81,2375,0,0,0,0,0
2024-01-08,Southwest,N292XX,2978,ORD,CityName,State,DFW,CityName,State,0,0,8,0,0,,203,1134,0,0,0,0,0
2024-01-08,Southwest,N307XX,2337,BOS,CityName,State,MIA,CityName,State,0,0,6,0,0,,223,896,0,0,0,0,0
2024-01-08,Southwest,N201XX,7615,ATL,CityName,State,ATL,CityName,State,0,0,-10,0,0,,47,2844,0,0,0,0,0
2024-01-08,Southwest,N829XX,6828,BOS,CityName,State,SEA,CityName,State,45,1,43,1,0,,184,2960,43,0,0,0,0
2024-01-08,Delta,N782XX,9395,ORD,CityName,State,BOS,CityName,State,0,0,3,0,0,,98,1018,0,0,0,0,0
2024-01-08,American,N970XX,997,DEN,CityName,State,DFW,CityName,State,0,0,-6,0,0,,179,1950,0,0,0,0,0
2024-01-08,American,N543XX,8254,BOS,CityName,State,MIA,CityName,State,15,1,3,0,0,,280,635,0,0,0,0,0
2024-01-08,Southwest,N865XX,8908,ORD,CityName,State,MIA,CityName,State,0,0,-14,0,0,,180,2737,0,0,0,0,0
2024-01-08,Southwest,N501XX,8179,ATL,CityName,State,MIA,CityName,State,0,0,10,0,0,,237,391,0,0,0,0,0
2024-01-09,United,N655XX,2421,BOS,CityName,State,SEA,CityName,State,0,0,-12,0,0,,346,1263,0,0,0,0,0
2024-01-09,Delta,N778XX,4831,LAX,CityName,State,BOS,CityName,State,60,1,61,1,0,,317,2094,0,0,61,0,0
2024-01-09,United,N916XX,4161,MIA,CityName,State,LAX,CityName,State,0,0,-14,0,0,,339,2364,0,0,0,0,0
2024-01-09,United,N483XX,7983,BOS,CityName,State,LAX,CityName,State,15,1,15,1,0,,100,642,15,0,0,0,0
2024-01-09,American,N534XX,5127,JFK,CityName,State,JFK,CityName,State,0,0,-4,0,0,,101,1153,0,0,0,0,0
2024-01-09,Delta,N348XX,7200,BOS,CityName,State,ORD,CityName,State,0,0,-4,0,0,,236,679,0,0,0,0,0
2024-01-09,Delta,N649XX,4882,DFW,CityName,State,ATL,CityName,State,0,0,2,0,0,,134,1405,0,0,0,0,0
2024-01-09,United,N593XX,1747,SEA,CityName,State,LAX,CityName,State,0,0,-13,0,0,,181,1744,0,0,0,0,0
2024-01-09,Southwest,N200XX,2883,LAX,CityName,State,JFK,CityName,State,0,0,1,0,0,,125,524,0,0,0,0,0
2024-01-09,Delta,N111XX,8515,BOS,CityName,State,DEN,CityName,State,0,0,1,0,0,,271,929,0,0,0,0,0
2024-01-09,American,N628XX,3237,JFK,CityName,State,BOS,CityName,State,0,0,-6,0,0,,237,754,0,0,0,0,0
2024-01-10,Southwest,N243XX,4391,SEA,CityName,State,DFW,CityName,State,0,0,-5,0,0,,285,828,0,0,0,0,0
2024-01-10,Delta,N560XX,4540,DFW,CityName,State,ORD,CityName,State,0,0,-13,0,0,,226,1064,0,0,0,0,0
2024-01-10,JetBlue,N778XX,237,DFW,CityName,State,DFW,CityName,State,0,0,-8,0,0,,192,2211,0,0,0,0,0
2024-01-10,American,N808XX,4926,ATL,CityName,State,ATL,CityName,State,0,0,-4,0,0,,243,376,0,0,0,0,0
2024-01-11,Southwest,N145XX,3029,SEA,CityName,State,SEA,CityName,State,30,1,35,1,0,,61,2629,0,35,0,0,0
2024-01-11,JetBlue,N440XX,4598,JFK,CityName,State,SEA,CityName,State,0,0,-2,0,0,,145,665,0,0,0,0,0
2024-01-11,Delta,N505XX,9845,SFO,CityName,State,SFO,CityName,State,0,0,-14,0,0,,167,2964,0,0,0,0,0
2024-01-11,American,N331XX,2412,MIA,CityName,State,SFO,CityName,State,0,0,10,0,0,,117,1362,0,0,0,0,0
2024-01-11,United,N127XX,5262,DEN,CityName,State,DFW,CityName,State,0,0,-7,0,0,,81,2927,0,0,0,0,0
2024-01-11,Delta,N251XX,9914,BOS,CityName,State,LAX,CityName,State,0,0,8,0,0,,230,2537,0,0,0,0,0
2024-01-11,Delta,N599XX,7896,JFK,CityName,State,DFW,CityName,State,0,0,-9,0,0,,177,1445,0,0,0,0,0
2024-01-11,Southwest,N552XX,452,SEA,CityName,State,SFO,CityName,State,0,0,3,0,0,,283,2723,0,0,0,0,0
2024-01-11,JetBlue,N426XX,8070,ORD,CityName,State,BOS,CityName,State,0,0,1,0,0,,306,2283,0,0,0,0,0
2024-01-11,Delta,N535XX,8639,DFW,CityName,State,DFW,CityName,State,0,0,7,0,0,,79,1349,0,0,0,0,0
2024-01-11,Delta,N134XX,8328,DEN,CityName,State,BOS,CityName,State,60,1,66,1,0,,74,1628,0,0,66,0,0
2024-01-11,United,N682XX,3794,ATL,CityName,State,SEA,CityName,State,0,0,-6,0,0,,79,1535,0,0,0,0,0
2024-01-11,Southwest,N439XX,1113,LAX,CityName,State,MIA,CityName,State,0,0,0,0,0,,158,1838,0,0,0,0,0
2024-01-11,American,N756XX,1947,ORD,CityName,State,BOS,CityName,State,15,1,15,1,0,,344,658,15,0,0,0,0
2024-01-11,JetBlue,N134XX,9604,BOS,CityName,State,JFK,CityName,State,0,0,-12,0,0,,329,1374,0,0,0,0,0
2024-01-11,Southwest,N616XX,8629,ATL,CityName,State,SFO,CityName,State,45,1,44,1,0,,85,401,44,0,0,0,0
2024-01-11,American,N242XX,863,SFO,CityName,State,SFO,CityName,State,0,0,5,0,0,,266,1420,0,0,0,0,0
2024-01-12,JetBlue,N139XX,2104,DFW,CityName,State,DFW,CityName,State,0,0,-2,0,0,,55,861,0,0,0,0,0
2024-01-12,Delta,N373XX,1478,SFO,CityName,State,LAX,CityName,State,0,0,-3,0,0,,125,383,0,0,0,0,0
2024-01-12,Delta,N533XX,9163,SFO,CityName,State,ORD,CityName,State,0,0,10,0,0,,215,2210,0,0,0,0,0
2024-01-12,United,N140XX,1077,BOS,CityName,State,LAX,CityName,State,0,0,-5,0,0,,217,2468,0,0,0,0,0
2024-01-12,JetBlue,N569XX,1170,DEN,CityName,State,ORD,CityName,State,0,0,-6,0,0,,224,849,0,0,0,0,0
2024-01-12,Southwest,N417XX,4541,LAX,CityName,State,LAX,CityName,State,15,1,22,1,0,,199,1713,22,0,0,0,0
2024-01-12,United,N953XX,3711,JFK,CityName,State,DEN,CityName,State,0,0,-10,0,0,,267,2798,0,0,0,0,0
2024-01-12,Delta,N319XX,7542,BOS,CityName,State,DEN,CityName,State,0,0,-9,0,0,,99,2430,0,0,0,0,0
2024-01-12,Southwest,N940XX,8285,ATL,CityName,State,DFW,CityName,State,0,0,4,0,0,,87,483,0,0,0,0,0
2024-01-12,Delta,N519XX,8600,BOS,CityName,State,DFW,CityName,State,0,0,-10,0,0,,329,764,0,0,0,0,0
2024-01-12,Southwest,N355XX,8683,LAX,CityName,State,JFK,CityName,State,240,1,245,1,0,,175,432,245,0,0,0,0
2024-01-12,United,N959XX,4668,LAX,CityName,State,SEA,CityName,State,0,0,-5,0,0,,247,2839,0,0,0,0,0
2024-01-12,United,N831XX,7220,JFK,CityName,State,ATL,CityName,State,0,0,0,0,0,,113,2713,0,0,0,0,0
2024-01-12,JetBlue,N707XX,9410,DEN,CityName,State,DFW,CityName,State,0,0,-6,0,0,,125,327,0,0,0,0,0
2024-01-12,Delta,N640XX,3927,MIA,CityName,State,SFO,CityName,State,0,0,0,0,0,,266,2019,0,0,0,0,0
2024-01-12,Southwest,N343XX,3516,DEN,CityName,State,DFW,CityName,State,45,1,33,1,0,,304,2014,0,0,33,0,0
2024-01-12,American,N738XX,3428,DEN,CityName,State,MIA,CityName,State,0,0,-6,0,0,,234,445,0,0,0,0,0
2024-01-12,United,N436XX,5673,SFO,CityName,State,MIA,CityName,State,15,1,3,0,0,,240,521,0,0,0,0,0
2024-01-13,Southwest,N413XX,2665,SEA,CityName,State,SFO,CityName,State,0,0,-14,0,0,,191,160,0,0,0,0,0
2024-01-13,Delta,N491XX,8677,JFK,CityName,State,ORD,CityName,State,0,0,0,0,0,,243,2838,0,0,0,0,0
2024-01-13,JetBlue,N687XX,8099,ATL,CityName,State,DEN,CityName,State,0,0,-5,0,0,,262,1675,0,0,0,0,0
2024-01-13,JetBlue,N354XX,969,SFO,CityName,State,BOS,CityName,State,0,0,0,0,1,A,148,1748,0,0,0,0,0
2024-01-13,Delta,N580XX,9086,SEA,CityName,State,BOS,CityName,State,30,1,16,1,0,,139,1677,16,0,0,0,0
2024-01-13,Southwest,N269XX,4960,DEN,CityName,State,BOS,CityName,State,0,0,1,0,0,,222,1499,0,0,0,0,0
2024-01-13,JetBlue,N468XX,3823,LAX,CityName,State,SFO,CityName,State,0,0,1,0,0,,265,2663,0,0,0,0,0
2024-01-13,JetBlue,N534XX,8908,DFW,CityName,State,SFO,CityName,State,0,0,1,0,0,,209,2401,0,0,0,0,0
2024-01-13,Southwest,N909XX,2157,ORD,CityName,State,LAX,CityName,State,0,0,-5,0,0,,315,2997,0,0,0,0,0
2024-01-13,Southwest,N416XX,3734,SFO,CityName,State,BOS,CityName,State,15,1,23,1,0,,232,884,0,23,0,0,0
2024-01-13,JetBlue,N854XX,5902,BOS,CityName,State,DEN,CityName,State,0,0,1,0,0,,274,2466,0,0,0,0,0
2024-01-14,JetBlue,N455XX,7438,JFK,CityName,State,SFO,CityName,State,0,0,-11,0,0,,267,2898,0,0,0,0,0
2024-01-14,JetBlue,N738XX,2697,DEN,CityName,State,DEN,CityName,State,0,0,7,0,0,,223,2336,0,0,0,0,0
2024-01-14,JetBlue,N829XX,6198,LAX,CityName,State,DEN,CityName,State,0,0,0,0,1,A,350,2934,0,0,0,0,0
2024-01-14,American,N216XX,765,SFO,CityName,State,JFK,CityName,State,60,1,51,1,0,,335,1789,0,0,51,0,0
2024-01-14,American,N431XX,8123,MIA,CityName,State,BOS,CityName,State,15,1,0,0,1,A,224,1898,0,0,0,0,0
2024-01-14,Southwest,N503XX,4911,SEA,CityName,State,SFO,CityName,State,0,0,-9,0,0,,108,1576,0,0,0,0,0
2024-01-14,Delta,N717XX,7341,ATL,CityName,State,LAX,CityName,State,15,1,10,0,0,,191,950,0,0,0,0,0
2024-01-14,JetBlue,N844XX,7015,LAX,CityName,State,BOS,CityName,State,0,0,10,0,0,,223,1107,0,0,0,0,0
2024-01-14,United,N216XX,7761,ATL,CityName,State,ORD,CityName,State,0,0,7,0,0,,76,908,0,0,0,0,0
2024-01-14,Delta,N145XX,4749,BOS,CityName,State,LAX,CityName,State,0,0,-8,0,0,,204,1026,0,0,0,0,0
2024-01-14,United,N213XX,6201,LAX,CityName,State,ATL,CityName,State,0,0,-2,0,0,,141,844,0,0,0,0,0
2024-01-14,JetBlue,N452XX,6519,JFK,CityName,State,DFW,CityName,State,0,0,-1,0,0,,46,2348,0,0,0,0,0
2024-01-14,Southwest,N569XX,3702,ATL,CityName,State,ORD,CityName,State,0,0,-4,0,0,,145,2995,0,0,0,0,0
2024-01-14,Delta,N672XX,3646,MIA,CityName,State,DEN,CityName,State,0,0,-4,0,0,,217,1992,0,0,0,0,0
2024-01-14,Delta,N154XX,5443,BOS,CityName,State,SEA,CityName,State,0,0,4,0,0,,247,1129,0,0,0,0,0
2024-01-14,JetBlue,N287XX,1522,ATL,CityName,State,DFW,CityName,State,0,0,2,0,0,,289,229,0,0,0,0,0
2024-01-14,American,N555XX,3396,MIA,CityName,State,LAX,CityName,State,0,0,-9,0,0,,156,1461,0,0,0,0,0
2024-01-14,Southwest,N673XX,1502,DFW,CityName,State,DFW,CityName,State,30,1,39,1,0,,147,789,0,0,39,0,0
2024-01-15,Delta,N137XX,7329,SEA,CityName,State,DEN,CityName,State,0,0,-8,0,0,,247,2609,0,0,0,0,0
2024-01-15,Southwest,N235XX,262,MIA,CityName,State,DFW,CityName,State,15,1,1,0,0,,147,1676,0,0,0,0,0
2024-01-15,JetBlue,N304XX,9113,ATL,CityName,State,BOS,CityName,State,0,0,6,0,0,,228,341,0,0,0,0,0
2024-01-15,Southwest,N660XX,2340,DEN,CityName,State,MIA,CityName,State,0,0,-8,0,0,,182,1262,0,0,0,0,0
2024-01-15,United,N965XX,3859,MIA,CityName,State,SFO,CityName,State,0,0,-10,0,0,,140,1591,0,0,0,0,0
2024-01-15,Delta,N507XX,8510,BOS,CityName,State,LAX,CityName,State,0,0,-11,0,0,,239,1252,0,0,0,0,0
2024-01-15,American,N864XX,9431,DFW,CityName,State,DEN,CityName,State,15,1,8,0,0,,60,1112,0,0,0,0,0
2024-01-15,Delta,N134XX,550,JFK,CityName,State,DEN,CityName,State,0,0,9,0,0,,160,1711,0,0,0,0,0
2024-01-15,American,N263XX,7955,MIA,CityName,State,ORD,CityName,State,0,0,-7,0,0,,349,393,0,0,0,0,0
2024-01-15,American,N623XX,8351,SEA,CityName,State,SEA,CityName,State,0,0,-7,0,0,,158,1128,0,0,0,0,0
2024-01-15,American,N743XX,3416,ATL,CityName,State,JFK,CityName,State,0,0,-14,0,0,,274,537,0,0,0,0,0
2024-01-15,JetBlue,N694XX,772,DEN,CityName,State,LAX,CityName,State,0,0,10,0,0,,316,781,0,0,0,0,0
2024-01-15,American,N147XX,5264,MIA,CityName,State,BOS,CityName,State,0,0,-7,0,0,,238,2397,0,0,0,0,0
2024-01-15,United,N912XX,2165,SEA,CityName,State,ORD,CityName,State,0,0,-13,0,0,,140,1732,0,0,0,0,0
2024-01-15,Delta,N365XX,5740,MIA,CityName,State,ATL,CityName,State,0,0,-7,0,0,,295,2968,0,0,0,0,0
2024-01-15,JetBlue,N151XX,5669,LAX,CityName,State,ORD,CityName,State,0,0,-6,0,0,,178,2835,0,0,0,0,0
2024-01-15,American,N344XX,2834,ATL,CityName,State,DFW,CityName,State,0,0,4,0,0,,126,172,0,0,0,0,0
